record_id,product_name,brand_name,brand_confidence,product_type,vendor,price_usd,commission_type,commission_pct,commission_flat_usd,net_earnings_per_sale_usd,cart_conversion_pct,cancellation_rate_pct,promotion_status,promotable_now,product_age_days,online_since_iso,derived_niche,risk_flags,source_page,parse_flags
690,10 Days to Abundance — A Guided Inner Journey,A Guided Inner Journey,HIGH,E-books,BlissPortal,38.61,percent,50.0,UNKNOWN,19.3,UNKNOWN,UNKNOWN,Promote now,YES,318.0,2025-10-10,spirituality-manifest,MIRACLE_CLAIM,7,
691,How to Control Emotions,How to Control Emotions,HIGH,Downloads,jabbusiness,15.21,percent,40.0,UNKNOWN,6.08,UNKNOWN,UNKNOWN,Promote now,YES,321.0,2025-10-07,other,NONE,7,
692,PromptWise - AI Prompts for Dissertation Topic Selection,PromptWise,HIGH,E-books,KingAford,23.4,percent,10.0,UNKNOWN,1.75,UNKNOWN,UNKNOWN,Promote now,YES,312.0,2025-10-16,ai-software,NONE,7,
693,Benable Magic – How to Turn Everyday Links into Income,Benable Magic,HIGH,Downloads,jabbusiness,13.18,percent,40.0,UNKNOWN,5.28,UNKNOWN,UNKNOWN,Promote now,YES,300.0,2025-10-28,other,MAKE_MONEY,7,
694,Smoothie Mastery: 101 Recipes to Energize Your Life - DIGITA,DIGITA,HIGH,E-books,+,17.55,percent,50.0,UNKNOWN,8.77,UNKNOWN,UNKNOWN,Promote now,YES,300.0,2025-10-28,other,NONE,7,
695,Earn 60% - Natural Blood Pressure Control(Voice Course),Natural Blood Pressure Control(Voice Course),MEDIUM,Member area and video courses,secondwavetech,116.98,percent,60.0,UNKNOWN,70.18,UNKNOWN,UNKNOWN,Promote now,YES,292.0,2025-11-05,education-courses,MAKE_MONEY,7,
696,The Sugar Reset: Balanced Blood Sugar for Lifelong Energy,The Sugar Reset: Balanced Blood Sugar for Lifelong Energy,LOW,E-books,manuelcosta,35.1,percent,40.0,UNKNOWN,14.04,UNKNOWN,UNKNOWN,Promote now,YES,290.0,2025-11-07,health-supplement,SUPPLEMENT|MEDICAL,7,
697,Electrical Instrumentation Technician Field Guides Bundle.,Electrical Instrumentation Technician Field Guides Bundle,MEDIUM,Downloads,MSingh0076,58.48,percent,50.0,UNKNOWN,29.25,UNKNOWN,UNKNOWN,Promote now,YES,301.0,2025-10-27,other,NONE,7,
698,Page Builder – Usa [Web app – buildpage-usa],Page Builder,HIGH,Software,+,32.76,percent,75.0,UNKNOWN,24.57,UNKNOWN,UNKNOWN,Promote now,YES,276.0,2025-11-21,ai-software,NONE,7,
699,Lose Your Belly Fat in 30 Days or Less – The Complete Guide,The Complete Guide,HIGH,E-books,manuelcosta,19.89,percent,81.0,UNKNOWN,16.11,UNKNOWN,UNKNOWN,Promote now,YES,276.0,2025-11-21,weight-loss,NONE,7,
700,EMPIRE MINDS,EMPIRE MINDS,HIGH,E-books,t_okelly,31.59,percent,40.74,UNKNOWN,12.87,UNKNOWN,UNKNOWN,Promote now,YES,293.0,2025-11-04,survival-preparedness,SURVIVAL_FEAR,7,
701,Benable Affiliate Bestie Guide-Earn Commissions on Benable,Benable Affiliate Bestie Guide-Earn Commissions on Benable,LOW,E-books,moneywithangie,29.52,percent,50.0,UNKNOWN,14.76,UNKNOWN,UNKNOWN,Promote now,YES,271.0,2025-11-26,make-money-online,MAKE_MONEY,8,
702,100 Million+ Digital Products -MRR,100 Million+ Digital Products -MRR,HIGH,Downloads,jabbusiness,12.78,percent,40.0,UNKNOWN,5.11,UNKNOWN,UNKNOWN,Promote now,YES,270.0,2025-11-27,make-money-online,NONE,8,
703,Promote Revanail Now!,Revanail,HIGH,Deliverable,KoalaAdvertising,161.45,percent,65.0,UNKNOWN,104.94,UNKNOWN,UNKNOWN,Promote now,YES,265.0,2025-12-02,health-supplement,SUPPLEMENT,8,
704,From Chaos to Calm: How to Control Anxiety.,From Chaos to Calm: How to Control Anxiety,LOW,E-books,tatyinvest,20.0,percent,40.0,UNKNOWN,7.6,UNKNOWN,UNKNOWN,Promote now,YES,264.0,2025-12-03,mental-wellbeing,NONE,8,PRICE_APPROX
705,Fundamentals of industrial hygiene,Fundamentals of industrial hygiene,HIGH,Member area and video courses,WirtschaftspraxisJuergens,115.82,percent,50.0,UNKNOWN,57.91,UNKNOWN,UNKNOWN,Promote now,YES,257.0,2025-12-10,education-courses,NONE,8,
706,Stress Management Made Simple – Practical PDF E-Book,Stress Management Made Simple,HIGH,E-books,enginucar,16.38,percent,50.0,UNKNOWN,8.19,UNKNOWN,UNKNOWN,Promote now,YES,231.0,2026-01-05,mental-wellbeing,NONE,8,
707,AP Environmental Science – Complete Course Full Year Slides,Complete Course Full Year Slides,HIGH,Downloads,hamdi4321,292.46,percent,50.0,UNKNOWN,146.24,UNKNOWN,UNKNOWN,Promote now,YES,224.0,2026-01-12,education-courses,NONE,8,
708,Valentine's Day Luxury Love Reels Video Stock Bundle,Valentine's Day Luxury Love Reels Video Stock Bundle,LOW,Downloads,moneywithangie,10.52,percent,50.0,UNKNOWN,5.26,UNKNOWN,UNKNOWN,Promote now,YES,199.0,2026-02-06,forex-crypto-trading,FINANCIAL,8,
709,2026 Manifestation Mood Board Printable Vision Kit Dream,2026 Manifestation Mood Board Printable Vision Kit Dream,LOW,Downloads,moneywithangie,16.37,percent,50.0,UNKNOWN,8.19,UNKNOWN,UNKNOWN,Promote now,YES,199.0,2026-02-06,health-supplement,SUPPLEMENT|MEDICAL,8,
710,DYNVERA Diary 1 | Self-Awareness and Grounding,Self-Awareness and Grounding,HIGH,E-books,Dynvera,12.28,percent,20.0,UNKNOWN,2.46,UNKNOWN,UNKNOWN,Request promotion,NO,263.0,2025-12-04,other,NONE,8,
711,DYNVERA Diary 2 | Decision-Making and Focus,Decision-Making and Focus,HIGH,E-books,Dynvera,12.28,percent,20.0,UNKNOWN,2.46,UNKNOWN,UNKNOWN,Request promotion,NO,262.0,2025-12-05,other,NONE,8,
712,DYNVERA Diary 3 | Overcoming Comfort Zones,Overcoming Comfort Zones,HIGH,E-books,Dynvera,12.28,percent,20.0,UNKNOWN,2.46,UNKNOWN,UNKNOWN,Request promotion,NO,262.0,2025-12-05,other,NONE,8,
713,DYNVERA Diary 4 | Balance and Innovative Habits,Balance and Innovative Habits,HIGH,E-books,Dynvera,12.28,percent,20.0,UNKNOWN,2.46,UNKNOWN,UNKNOWN,Request promotion,NO,262.0,2025-12-05,mental-wellbeing,NONE,8,
714,DYNVERA Diary 5 | Leadership and Achievement,Leadership and Achievement,HIGH,E-books,Dynvera,12.28,percent,20.0,UNKNOWN,2.46,UNKNOWN,UNKNOWN,Request promotion,NO,262.0,2025-12-05,other,NONE,8,
715,DYNVERA Diary 6 | Ethical Wisdom and Integrity,Ethical Wisdom and Integrity,HIGH,E-books,Dynvera,12.28,percent,20.0,UNKNOWN,2.46,UNKNOWN,UNKNOWN,Request promotion,NO,262.0,2025-12-05,other,NONE,8,
716,The 4-Week Natural Control System — Last Longer Without Pill,Last Longer Without Pill,HIGH,Downloads,manuelcosta,31.59,percent,70.0,UNKNOWN,22.11,UNKNOWN,UNKNOWN,Promote now,YES,191.0,2026-02-14,other,SUPPLEMENT,8,
717,30-Day Digital Reflection Notebook. Reflect and Grow.,30-Day Digital Reflection Notebook. Reflect and Grow,LOW,Downloads,MillionDollarBaby28,10.53,percent,50.0,UNKNOWN,5.26,UNKNOWN,UNKNOWN,Request promotion,NO,225.0,2026-01-11,other,NONE,8,
718,"Ultimate All-in-One Planner System – Plan, Track and Reflect","Plan, Track and Reflect",HIGH,Downloads,MillionDollarBaby28,12.0,percent,30.0,UNKNOWN,4.21,UNKNOWN,UNKNOWN,Promote now,YES,202.0,2026-02-03,other,NONE,8,
719,Homeschool Mom’s 100-Day Devotional - 50% Commission - High-,Homeschool Mom’s 100-Day Devotional,MEDIUM,E-books,BookCaperSelfPublishing,11.7,percent,50.0,UNKNOWN,5.85,UNKNOWN,UNKNOWN,Promote now,YES,186.0,2026-02-19,education-courses,NONE,8,
720,Make $$ from home with no inventory with Dropshipping,Make $$ from home with no inventory with Dropshipping,LOW,E-books,moneywithangie,19.89,percent,50.0,UNKNOWN,9.94,UNKNOWN,UNKNOWN,Promote now,YES,173.0,2026-03-04,make-money-online,NONE,8,
721,California and Southwest USA Travel Guide (English),California and Southwest USA Travel Guide (English),MEDIUM,Downloads,sarahvisita,28.08,percent,10.0,UNKNOWN,2.81,UNKNOWN,UNKNOWN,Promote now,YES,236.0,2025-12-31,other,NONE,8,
722,Mallorca Bucket List (English),Mallorca Bucket List (English),HIGH,Downloads,sarahvisita,16.38,percent,10.0,UNKNOWN,1.64,UNKNOWN,UNKNOWN,Promote now,YES,236.0,2025-12-31,other,NONE,8,
723,Parts of a Plant and Function Worksheets for Kids K-2,Parts of a Plant and Function Worksheets for Kids K-2,LOW,E-books,BaeMoShop,15.2,percent,35.0,UNKNOWN,5.32,UNKNOWN,UNKNOWN,Promote now,YES,179.0,2026-02-26,gardening,NONE,8,
724,Story Sticker TRAVEL - Boost Your Content!,Story Sticker TRAVEL,HIGH,Downloads,sarahvisita,8.19,percent,10.0,UNKNOWN,0.82,UNKNOWN,UNKNOWN,Promote now,YES,236.0,2025-12-31,other,NONE,8,
725,Media Kit Template - Create Your Business Card!,Create Your Business Card,HIGH,Downloads,sarahvisita,22.23,percent,10.0,UNKNOWN,2.22,UNKNOWN,UNKNOWN,Promote now,YES,236.0,2025-12-31,survival-preparedness,SURVIVAL_FEAR,8,
726,Lightroom Presets - Optimize Your Content!,Optimize Your Content,HIGH,Downloads,sarahvisita,22.23,percent,10.0,UNKNOWN,2.22,UNKNOWN,UNKNOWN,Promote now,YES,236.0,2025-12-31,other,NONE,8,
727,E-Mail Templates - Get Collaborations!,E-Mail Templates,HIGH,Downloads,sarahvisita,22.23,percent,10.0,UNKNOWN,2.22,UNKNOWN,UNKNOWN,Promote now,YES,236.0,2025-12-31,survival-preparedness,SURVIVAL_FEAR,8,
728,Earn 50% Commission | Cooking eBook | Brand New,Cooking eBook,HIGH,E-books,Obedsco,113.48,percent,50.0,UNKNOWN,56.74,UNKNOWN,UNKNOWN,Promote now,YES,167.0,2026-03-10,other,MAKE_MONEY,8,
729,NEW: Health and Fitness 101 / Download,Health and Fitness 101 / Download,HIGH,E-books,Livemanuals,42.1,percent,72.0,UNKNOWN,30.31,UNKNOWN,UNKNOWN,Promote now,YES,188.0,2026-02-17,fitness,NONE,8,
730,the Mom Ca$h Flow Daily System,the Mom Ca$h Flow Daily System,MEDIUM,Downloads,moneywithangie,31.59,percent,50.0,UNKNOWN,15.79,UNKNOWN,UNKNOWN,Promote now,YES,161.0,2026-03-16,other,NONE,8,
731,English In 8 Weeks (A2-B1 Levels) | e-Book 46 pages,e-Book 46 pages,HIGH,E-books,dewkrie,12.86,percent,50.0,UNKNOWN,6.43,UNKNOWN,UNKNOWN,Promote now,YES,164.0,2026-03-13,other,NONE,8,
732,Digital Breakthrough: The First Dollar Blueprint,Digital Breakthrough: The First Dollar Blueprint,MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,159.0,2026-03-18,other,MIRACLE_CLAIM,8,
733,I Saw Myself from the Sky The Night I Died at Four,I Saw Myself from the Sky The Night I Died at Four,LOW,E-books,GOLD88,17.55,percent,40.0,UNKNOWN,7.02,UNKNOWN,UNKNOWN,Promote now,YES,149.0,2026-03-28,other,NONE,8,
734,Earn 80% Commission – Turn ChatGPT Into Daily Cash Flow,Turn ChatGPT Into Daily Cash Flow,MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,149.0,2026-03-28,ai-software,MAKE_MONEY,8,
735,Earn 80% – 7 Profitable AI-Powered Side Hustles (ebook),Earn 80%,HIGH,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,149.0,2026-03-28,make-money-online,MAKE_MONEY,8,
736,Earn 80% – The Complete Guide to Automated Side Hustles,The Complete Guide to Automated Side Hustles,MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,149.0,2026-03-28,make-money-online,MAKE_MONEY,8,
737,"Ultimate Budget Planner – Track, Save Grow Your Money","Track, Save Grow Your Money",HIGH,Downloads,VelomraDigital,UNKNOWN,percent,25.0,UNKNOWN,5.56,UNKNOWN,UNKNOWN,Promote now,YES,144.0,2026-04-02,other,NONE,8,NO_PRICE
738,Digital Productivity Notebook,Digital Productivity Notebook,HIGH,E-books,VelomraDigital,UNKNOWN,percent,35.0,UNKNOWN,2.87,UNKNOWN,UNKNOWN,Promote now,YES,149.0,2026-03-28,make-money-online,NONE,8,NO_PRICE
739,The Overthinking Reset Guide,The Overthinking Reset Guide,HIGH,Downloads,solvehera,43.29,percent,60.0,UNKNOWN,25.97,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,other,NONE,8,
740,The Body Image Reset Guide,The Body Image Reset Guide,HIGH,Downloads,solvehera,43.29,percent,60.0,UNKNOWN,25.97,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,other,NONE,8,
741,The Career Clarity Guide,The Career Clarity Guide,HIGH,Downloads,solvehera,43.29,percent,60.0,UNKNOWN,25.97,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,other,NONE,8,
742,The Relationship Anxiety Guide,The Relationship Anxiety Guide,HIGH,Downloads,solvehera,43.29,percent,60.0,UNKNOWN,25.97,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,dating-relationships,NONE,8,
743,Setting Boundaries with Family,Setting Boundaries with Family,HIGH,Downloads,solvehera,43.29,percent,60.0,UNKNOWN,25.97,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,other,NONE,8,
744,The Life Reset Guide,The Life Reset Guide,HIGH,Downloads,solvehera,43.29,percent,60.0,UNKNOWN,25.97,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,other,NONE,8,
745,Very cool product headline,Very cool product headline,HIGH,Member area and video courses,team24-zahmad,93.59,percent,50.0,UNKNOWN,46.8,UNKNOWN,UNKNOWN,Promote now,YES,129.0,2026-04-17,education-courses,NONE,8,
746,Amazing Pet Food,Amazing Pet Food,HIGH,Deliverable,team24-paratan,35.1,percent,10.0,UNKNOWN,3.51,UNKNOWN,UNKNOWN,Promote now,YES,129.0,2026-04-17,health-supplement,SUPPLEMENT,8,
747,50% for Selling Health and Safety Dashboard (EN-AR),50% for Selling Health and Safety Dashboard (EN-AR),LOW,Downloads,motasemaltamimi30a2a1,13.33,percent,50.0,UNKNOWN,6.67,UNKNOWN,UNKNOWN,Promote now,YES,132.0,2026-04-14,other,NONE,8,
748,AI Medical Content Generator – Yearly,AI Medical Content Generator,HIGH,Software,mohdnamatef97,583.78,percent,40.0,UNKNOWN,233.51,UNKNOWN,UNKNOWN,Promote now,YES,159.0,2026-03-18,survival-preparedness,SURVIVAL_FEAR,8,
749,500+ AI Money Prompts | 502 Proven Prompts to Build Real Inc,500+ AI Money Prompts,HIGH,Downloads,sayservices,47.0,percent,60.0,UNKNOWN,28.2,UNKNOWN,UNKNOWN,Promote now,YES,115.0,2026-05-01,ai-software,NONE,8,
750,Bundle of 42 Kids Alphabet Activity Worksheet .,Bundle of 42 Kids Alphabet Activity Worksheet,MEDIUM,Downloads,tom_cruise,15.0,percent,70.0,UNKNOWN,10.5,UNKNOWN,UNKNOWN,Promote now,YES,792.0,2024-06-23,other,NONE,8,
751,Bundle of 51 Kids Number Activity Worksheet .,Bundle of 51 Kids Number Activity Worksheet,MEDIUM,Downloads,tom_cruise,15.0,percent,70.0,UNKNOWN,10.5,UNKNOWN,UNKNOWN,Promote now,YES,792.0,2024-06-23,other,NONE,8,
752,Focus and Goals Digital Planner,Focus and Goals Digital Planner,HIGH,Downloads,VelomraDigital,UNKNOWN,percent,30.0,UNKNOWN,4.21,UNKNOWN,UNKNOWN,Promote now,YES,113.0,2026-05-03,other,NONE,8,NO_PRICE
753,My Animals Coloring Book for Kids,My Animals Coloring Book for Kids,MEDIUM,E-books,VelomraDigital,UNKNOWN,percent,25.0,UNKNOWN,2.05,UNKNOWN,UNKNOWN,Promote now,YES,113.0,2026-05-03,other,NONE,8,NO_PRICE
754,30-Day Self‑Growth Audio Series,30-Day Self‑Growth Audio Series,MEDIUM,Downloads,tom_cruise,30.0,percent,70.0,UNKNOWN,21.0,UNKNOWN,UNKNOWN,Promote now,YES,118.0,2026-04-28,other,NONE,8,
755,Keto After 50 - High Converting Keto Offer,Keto After 50,HIGH,Book (printed),raposo1,10.53,percent,75.0,UNKNOWN,7.9,UNKNOWN,UNKNOWN,Promote now,YES,2491.0,2019-10-29,weight-loss,NONE,8,
756,Cinematic 60s and 70s Lightroom Presets,Cinematic 60s and 70s Lightroom Presets,MEDIUM,Downloads,bobsala,57.33,percent,10.0,UNKNOWN,5.73,UNKNOWN,UNKNOWN,Request promotion,NO,1992.0,2021-03-11,other,NONE,8,
757,Email Marketing Success,Email Marketing Success,HIGH,E-books,digiworldgaz,8.19,percent,50.0,UNKNOWN,4.09,UNKNOWN,UNKNOWN,Promote now,YES,1966.0,2021-04-06,other,NONE,8,
758,Move to China ebook,Move to China ebook,HIGH,Downloads,Movetochina,11.69,percent,50.0,UNKNOWN,5.85,UNKNOWN,UNKNOWN,Request promotion,NO,2800.0,2018-12-24,other,NONE,8,
759,1x1 Guru: Learn multiplication tables with innovative method,1x1 Guru: Learn multiplication tables with innovative method,LOW,Member area and video courses,Insider-Media,349.8,percent,50.0,UNKNOWN,174.9,UNKNOWN,UNKNOWN,Promote now,YES,2065.0,2020-12-28,education-courses,NONE,8,
760,Knowledge is Power,Knowledge is Power,HIGH,E-books,RonaldoFraga,16.38,percent,70.0,UNKNOWN,11.47,UNKNOWN,UNKNOWN,Promote now,YES,811.0,2024-06-04,other,NONE,8,
761,Call of Destiny - Weekly Recurring 75% Commission,Call of Destiny,HIGH,E-books,serimon,8.19,percent,75.0,UNKNOWN,6.14,UNKNOWN,UNKNOWN,Promote now,YES,2036.0,2021-01-26,other,NONE,8,
762,Brand NEW Compliant Survival Offer,Brand NEW Compliant Survival Offer,LOW,E-books,savstash,78.38,percent,75.0,UNKNOWN,58.79,UNKNOWN,UNKNOWN,Promote now,YES,1172.0,2023-06-09,survival-preparedness,SURVIVAL_FEAR,8,
763,Smartphone Filmmaking Pro - Membership,Smartphone Filmmaking Pro,HIGH,Member area and video courses,SFP-Media1121,171.98,percent,50.0,UNKNOWN,85.99,UNKNOWN,UNKNOWN,Promote now,YES,1473.0,2022-08-12,education-courses,NONE,8,
764,The Instagram Growth Blueprint + The Pathway to Profits,The Instagram Growth Blueprint + The Pathway to Profits,LOW,Downloads,moneywithangie,26.91,percent,50.0,UNKNOWN,13.45,UNKNOWN,UNKNOWN,Promote now,YES,545.0,2025-02-25,other,NONE,8,
765,Fast Brain Booster,Fast Brain Booster,HIGH,Supplements - health,pegrom,80.72,percent,70.0,UNKNOWN,56.51,UNKNOWN,UNKNOWN,Promote now,YES,1232.0,2023-04-10,health-supplement,SUPPLEMENT|MEDICAL,8,
766,Promote Pharaoh’s Nectar Now A Massive $300+ Order Value!,Pharaoh’s Nectar Now A Massive $300+ Order Value,LOW,Supplements - health,zenmavibe,69.02,percent,60.0,UNKNOWN,41.41,UNKNOWN,UNKNOWN,Promote now,YES,531.0,2025-03-11,health-supplement,SUPPLEMENT,8,
767,"8,000 Viral Reel Content Bundle Plug Post Profit","8,000 Viral Reel Content Bundle Plug Post Profit",LOW,Downloads,moneywithangie,19.89,percent,50.0,UNKNOWN,9.94,UNKNOWN,UNKNOWN,Promote now,YES,517.0,2025-03-25,other,FINANCIAL,8,
768,Unlock the Scrambler,Unlock the Scrambler,MEDIUM,Member area and video courses,bobbyrio,92.42,percent,20.0,UNKNOWN,18.48,UNKNOWN,UNKNOWN,Request promotion,NO,1661.0,2022-02-05,education-courses,NONE,8,
769,Homesteaders Handbook,Homesteaders Handbook,HIGH,Book (printed),csmxripple,43.29,percent,75.0,UNKNOWN,32.46,UNKNOWN,UNKNOWN,Promote now,YES,1071.0,2023-09-18,survival-preparedness,SURVIVAL_FEAR,8,
770,Brazilian Love Code Official,Brazilian Love Code Official,MEDIUM,E-books,Abelart,37.0,percent,70.0,UNKNOWN,25.9,UNKNOWN,UNKNOWN,Promote now,YES,284.0,2025-11-13,other,NONE,8,
771,"Smartkids Editable Kids' Games, Quizzes and Science Videos","Smartkids Editable Kids' Games, Quizzes and Science Videos",LOW,Downloads,hamdi4321,116.98,flat,UNKNOWN,50.0,58.5,UNKNOWN,UNKNOWN,Promote now,YES,740.0,2024-08-14,other,NONE,8,COMMISSION_FLAT
772,Solar Innovator – MASSIVE OFFER Will Shine Like a Diamond,Solar Innovator,HIGH,E-books,kineticps,45.63,percent,75.0,UNKNOWN,34.22,UNKNOWN,UNKNOWN,Promote now,YES,1138.0,2023-07-13,home-diy,NONE,8,
773,Black Ox - Hardcore Test Enhancer,Hardcore Test Enhancer,HIGH,Supplements - health,enhancedlabs,333.37,percent,60.0,UNKNOWN,200.03,UNKNOWN,UNKNOWN,Promote now,YES,1172.0,2023-06-09,health-supplement,SUPPLEMENT,8,
774,Easy DIY Power Plan,Easy DIY Power Plan,HIGH,E-books,EasyPowerPlan,49.0,percent,85.0,UNKNOWN,48.73,UNKNOWN,UNKNOWN,Promote now,YES,899.0,2024-03-08,home-diy,NONE,8,PRICE_APPROX
775,Perform like a STUD,Perform like a STUD,HIGH,Supplements - health,ClubhouseStud,171.98,percent,40.0,UNKNOWN,68.79,UNKNOWN,UNKNOWN,Promote now,YES,586.0,2025-01-15,health-supplement,SUPPLEMENT,8,
776,Internet Millionaire,Internet Millionaire,HIGH,Member area and video courses,internets,2339.75,percent,50.0,UNKNOWN,1169.88,UNKNOWN,UNKNOWN,Promote now,YES,1003.0,2023-11-25,education-courses,NONE,8,
777,DigestiStart,DigestiStart,HIGH,Supplements - health,DigestiStart,184.84,percent,65.0,UNKNOWN,120.15,UNKNOWN,UNKNOWN,Request promotion,NO,427.0,2025-06-23,health-supplement,SUPPLEMENT,8,
778,AI Side Hustles 2025 – Step-by-Step Guide to Earning with AI,AI Side Hustles 2025,HIGH,E-books,roketkazanc,11.69,percent,50.0,UNKNOWN,5.85,UNKNOWN,UNKNOWN,Promote now,YES,381.0,2025-08-08,make-money-online,NONE,8,
779,"Neuro Fortis PRO helps enhance memory, boost mental clarity,","Neuro Fortis PRO helps enhance memory, boost mental clarity",LOW,Supplements - health,Asperdigital,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,522.0,2025-03-20,health-supplement,SUPPLEMENT|MEDICAL,8,
780,Intelligent Cryptocurrency VIP,Intelligent Cryptocurrency VIP,HIGH,Member area and video courses,IC2020,2336.29,percent,50.0,UNKNOWN,1168.15,UNKNOWN,UNKNOWN,Promote now,YES,2076.0,2020-12-17,forex-crypto-trading,FINANCIAL,8,
781,AquaPeace,AquaPeace,HIGH,Supplements - health,AquaPeace,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Request promotion,NO,1151.0,2023-06-30,health-supplement,SUPPLEMENT,8,
782,T-CARE,T-CARE,HIGH,Supplements - health,godlikesupplements,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Request promotion,NO,552.0,2025-02-18,health-supplement,SUPPLEMENT,8,
783,NiteHush Pro,NiteHush Pro,HIGH,Supplements - health,NiteHushPro,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Request promotion,NO,615.0,2024-12-17,health-supplement,SUPPLEMENT,8,
784,Primal Power: The Ultimate Male Enhancement Formula,Primal Power: The Ultimate Male Enhancement Formula,MEDIUM,Supplements - for slimming,edelixir,80.72,percent,75.0,UNKNOWN,60.54,UNKNOWN,UNKNOWN,Promote now,YES,2106.0,2020-11-17,weight-loss,SUPPLEMENT,8,
785,The Ultimate Viddeos A.I. System | 50% Recurring Commissions,The Ultimate Viddeos A.I. System,MEDIUM,Software,viddeosai,1049.4,percent,50.0,UNKNOWN,524.7,UNKNOWN,UNKNOWN,Promote now,YES,615.0,2024-12-17,ai-software,NONE,8,
786,LipoSlend,LipoSlend,HIGH,Supplements - for slimming,LipoSlend,343.95,percent,55.0,UNKNOWN,189.17,UNKNOWN,UNKNOWN,Request promotion,NO,955.0,2024-01-12,weight-loss,NONE,8,
787,Quantum Wealth Frequencies,Quantum Wealth Frequencies,HIGH,Downloads,darrelltee,31.59,percent,75.0,UNKNOWN,23.69,UNKNOWN,UNKNOWN,Promote now,YES,300.0,2025-10-28,forex-crypto-trading,FINANCIAL,8,
788,Gluco Ally,Gluco Ally,HIGH,Supplements - health,Asperdigital,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,672.0,2024-10-21,health-supplement,SUPPLEMENT,8,
789,Secret Millionaire Bot,Secret Millionaire Bot,HIGH,Member area and video courses,impassive,19.89,percent,50.0,UNKNOWN,9.94,UNKNOWN,UNKNOWN,Promote now,YES,1598.0,2022-04-09,education-courses,MIRACLE_CLAIM,8,
790,Lanta Flat Belly Shake,Lanta Flat Belly Shake,HIGH,Supplements - health,mysteryoffers,207.07,percent,70.0,UNKNOWN,144.95,UNKNOWN,UNKNOWN,Promote now,YES,1397.0,2022-10-27,weight-loss,NONE,8,
791,Lottery Defeater Software,Lottery Defeater Software,HIGH,Member area and video courses,lottodefeated,230.47,percent,65.0,UNKNOWN,149.81,UNKNOWN,UNKNOWN,Request promotion,NO,2057.0,2021-01-05,ai-software,NONE,8,
792,The 24K Golden Rose,The 24K Golden Rose,HIGH,Deliverable,luxgoldenrose,232.81,percent,60.0,UNKNOWN,139.69,UNKNOWN,UNKNOWN,Promote now,YES,1013.0,2023-11-15,health-supplement,SUPPLEMENT,8,
793,Empowered Parenting: Boosting School Engagement,Empowered Parenting: Boosting School Engagement,HIGH,Member area and video courses,+,380.22,percent,50.0,UNKNOWN,190.11,UNKNOWN,UNKNOWN,Promote now,YES,978.0,2023-12-20,survival-preparedness,SURVIVAL_FEAR,8,
794,Engaged parents raise thriving students!,Engaged parents raise thriving students,HIGH,Member area and video courses,+,204.73,percent,50.0,UNKNOWN,102.37,UNKNOWN,UNKNOWN,Promote now,YES,977.0,2023-12-21,education-courses,NONE,8,
795,Fast Lean Pro,Fast Lean Pro,HIGH,Supplements - for slimming,FastLeanPro,184.84,percent,65.0,UNKNOWN,120.15,UNKNOWN,UNKNOWN,Request promotion,NO,1063.0,2023-09-26,weight-loss,NONE,8,
796,VigoSurge - Your Next Top ED Offer,VigoSurge,HIGH,Supplements - health,vigosurge,92.42,percent,65.0,UNKNOWN,60.07,UNKNOWN,UNKNOWN,Promote now,YES,705.0,2024-09-18,health-supplement,SUPPLEMENT,8,
797,Promote Genesis Revival Now!,Genesis Revival,HIGH,Supplements - health,zenmavibe,161.45,percent,65.0,UNKNOWN,104.94,UNKNOWN,UNKNOWN,Promote now,YES,285.0,2025-11-12,health-supplement,SUPPLEMENT,8,
798,POWER-Learning-Kit German Grammar,POWER-Learning-Kit German Grammar,HIGH,E-books,easydaf,43.4,percent,40.0,UNKNOWN,17.36,UNKNOWN,UNKNOWN,Promote now,YES,4611.0,2014-01-08,education-courses,NONE,8,
799,Promote Pineal Guard Now!,Pineal Guard,HIGH,Supplements - health,Nutraville,80.72,percent,60.0,UNKNOWN,48.43,UNKNOWN,UNKNOWN,Promote now,YES,902.0,2024-03-05,health-supplement,SUPPLEMENT|MIRACLE_CLAIM,8,
